titel;lage;miete;groesse;preis_qm;long;lati;pricecat
Schöne drei Zimmer Wohnung in Wiesbaden, Dotzheim;Dotzheim, Wiesbaden;900;74;12,16216216;8,1942059;50,0730319;12 bis 15 Euro pro Quadratmeter
GRUNDform-Immobilien ! Lust auf individuelles Wohnen ? Exklusiv - großzügig - gemütlich !;Klarenthal, Wiesbaden;730;67;10,89552239;8,2024231;50,0867212;10 bis 12 Euro pro Quadratmeter
Schöne, geräumige fünf Zimmer Wohnung in Wiesbaden, Nordost;Wilhelminenstr., Nordost, Wiesbaden;1900;200;9,5;8,2304939;50,092632;8 bis 10 Euro pro Quadratmeter
Schöne Altbauwohnung mit eigenem Garten und Terrasse;Bierstadt, Wiesbaden;800;75;10,66666667;8,2772655;50,0852386;10 bis 12 Euro pro Quadratmeter
Exklusiv leben in WI-Toplage !!!;Nordost, Wiesbaden;1250;70;17,85714286;8,2303053;50,0917199;15 bis 20 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier Rheingaupalais""";Söhnleinstraße, Schierstein, Wiesbaden;1039;98;10,60204082;8,18281;50,0445058;10 bis 12 Euro pro Quadratmeter
Schuch Immobilien - Toplage Komponistenviertel - Mit Fernblick ins Grüne;Nordost, Wiesbaden;1190;104;11,44230769;8,2303053;50,0917199;10 bis 12 Euro pro Quadratmeter
Schöne, geräumige ein Zimmer Wohnung in Wiesbaden-Biebrich mit Grünbestand imEingangsbereich;Breslauer Straße, Biebrich, Wiesbaden;500;35;14,28571429;8,2462398;50,0418065;12 bis 15 Euro pro Quadratmeter
Wohnung in Stadtnähe, großer Balkon, Tageslichtbad, Aufzug, Stellplatz, barrierearm;Welfenstrasse 5, Südost, Wiesbaden;673;60;11,21666667;8,2533289;50,0672486;10 bis 12 Euro pro Quadratmeter
Helle gut geschnittene Stadtwohnung in der Webergasse;Mitte, Wiesbaden;620;71;8,732394366;8,2418705;50,0823281;8 bis 10 Euro pro Quadratmeter
Schöne 2,5 Zimmer Wohnung in Wiesbaden;Sonnenblumenweg 7, Dotzheim, Wiesbaden;900;71;12,67605634;8,1873657;50,0654056;12 bis 15 Euro pro Quadratmeter
Dichterviertel -Schöne zwei Zimmer Wohnung in Wiesbaden, Südost;Kleiststraße, Südost, Wiesbaden;540;52;10,38461538;8,2331977;50,071819;10 bis 12 Euro pro Quadratmeter
Schöne, geräumige fünf Zimmer Wohnung in Wiesbaden, Erbenheim;Buschungstraße, Erbenheim, Wiesbaden;2500;180;13,88888889;8,3018838;50,059416;12 bis 15 Euro pro Quadratmeter
Große zwei Zimmer Altbauwohnung in Wiesbaden, Rheingauviertel;Rheingauviertel, Wiesbaden;601,34;72;8,351944444;8,2265882;50,0755267;8 bis 10 Euro pro Quadratmeter
wunderschöne Stadtwohnung mit Parkett und EBK in denkmalgeschütztem Jugendstilbau!;Mitte, Wiesbaden;790;88;8,977272727;8,2418705;50,0823281;8 bis 10 Euro pro Quadratmeter
Großzügige Wohnetage - Expats welcome! - 2 Schlafzimmer;Lichtenbergstraße , Sonnenberg, Wiesbaden;1800;140;12,85714286;8,2643371;50,0929165;12 bis 15 Euro pro Quadratmeter
** EIN UNIKAT IN WIESBADEN, GROSSE DACHTERASSE MIT RUNDUMBLICK **;Südost, Wiesbaden;2900;200;14,5;8,249484;50,0669775;12 bis 15 Euro pro Quadratmeter
Schöne möbilierte 2 Zimmer Wohnung in Wiesbaden (Mitte);Emanuel-Geibel-Straße ., Mitte, Wiesbaden;750;56;13,39285714;8,2335524;50,0746333;12 bis 15 Euro pro Quadratmeter
Neubau-Erstbezug! Sehr gut ausgestattete 3 Zi.-Whg. in Wbd.-Kohlheck, Halbhöhenlage, direkt am Wald!;Dotzheim, Wiesbaden;1220;105;11,61904762;8,1942059;50,0730319;10 bis 12 Euro pro Quadratmeter
Top Moderne Stadtwohnung Nähe Luisenforum + Tiefgarage/Stellplatz;Südost, Wiesbaden;980;70;14;8,249484;50,0669775;12 bis 15 Euro pro Quadratmeter
3-Zimmer Penthousewohnung 112 m² mit fantastischer Aussicht in WI-Nordost;Rothstraße 7, Nordost, Wiesbaden;1250;112;11,16071429;8,22957;50,08782;10 bis 12 Euro pro Quadratmeter
Herrlich saniert mit sehr viel Platz und Mitten in der Stadt;Theodor-Heuss-Ring, Biebrich, Wiesbaden;1140;130;8,769230769;8,2486436;50,060499;8 bis 10 Euro pro Quadratmeter
Erstbezug drei Zimmer Wohnung in Wiesbaden, Südost;Hasengartenstraße 19a, Südost, Wiesbaden;1110;84;13,21428571;8,2573531;50,0625443;12 bis 15 Euro pro Quadratmeter
Schöne zwei Zimmer Wohnung in Wiesbaden, Nordost;Platterstr, Nordost, Wiesbaden;550;48;11,45833333;8,2145157;50,104788;10 bis 12 Euro pro Quadratmeter
135m² gehobenes Penthouse - 1040€, ein wunderschöner Ausblick - Unbezahlbar;Nelkenstr 6, Naurod, Wiesbaden;1040;135;7,703703704;8,2968556;50,1355524;6 bis 8 Euro pro Quadratmeter
Wohnen auf einem 2-1/2-Zimmer-Thron;Nordost, Wiesbaden;600;61;9,836065574;8,2303053;50,0917199;8 bis 10 Euro pro Quadratmeter
Schöne Dachgeschosswohnung mit Fernblick;Biebrich, Wiesbaden;700;62;11,29032258;8,2390966;50,0517113;10 bis 12 Euro pro Quadratmeter
Sonnig helle 3-Zimmer-Wohlfühlwohnung in ruhiger Lage in Dotzheim/Märchenland für max. 2 Personen;Dotzheim, Wiesbaden;750;75;10;8,1942059;50,0730319;10 bis 12 Euro pro Quadratmeter
Maisonettewohnung Nähe Stadtzentrum;Nordost, Wiesbaden;1040;92;11,30434783;8,2303053;50,0917199;10 bis 12 Euro pro Quadratmeter
Großzügig gestaltete, ruhige Wohnung in der City;Mitte, Wiesbaden;650;70;9,285714286;8,2418705;50,0823281;8 bis 10 Euro pro Quadratmeter
Traumhafte 1,5 Zimmer Wohnung mit eigenem Garten;Südost, Wiesbaden;660;42;15,71428571;8,249484;50,0669775;15 bis 20 Euro pro Quadratmeter
NICHT ALLTÄGLICH....Wohnen im Turm;Amöneburg, Wiesbaden;585;60;9,75;8,252845;50,035018;8 bis 10 Euro pro Quadratmeter
Gut geschnittene Altbau DG Wohnung mit Blick ins Grüne in Wiesbaden, Nordost;Walkmühlstrasse, Nordost, Wiesbaden;570;62;9,193548387;8,223209;50,088852;8 bis 10 Euro pro Quadratmeter
Möblierte 2-Zimmer-Wohnung in Wiesbaden-Igstadt zu vermieten;Igstadt, Wiesbaden;1050;65;16,15384615;8,3277242;50,0811797;15 bis 20 Euro pro Quadratmeter
*Paul & Partner* SANIERTER CITY-ALTBAU MIT BESTER AUSSTATTUNG ! EBK! STELLPLATZ!;Südost, Wiesbaden;1180;81;14,56790123;8,249484;50,0669775;12 bis 15 Euro pro Quadratmeter
SCHICKE 4-ZIMMER-WOHNUNG mit TOP-AUSSTATTUNG in ATTRAKTIVER, RUHIGER U. WALDNAHE WOHNLAGE;Dotzheim, Wiesbaden;1300;138;9,420289855;8,1942059;50,0730319;8 bis 10 Euro pro Quadratmeter
SCHÖNE 3-ZIMMER-DACHGESCHOSSWOHNUNG IN WIESBADEN - ATTRAKTIVE, RUHIGE U. WALDNAHE WOHNLAGE;Dotzheim, Wiesbaden;1250;123;10,16260163;8,1942059;50,0730319;10 bis 12 Euro pro Quadratmeter
Schöne 4-Zimmer Wohnung in WI-Klarenthal;Ernst-von-Harnack-Str., Klarenthal, Wiesbaden;807;100;8,07;8,2057543;50,0835928;8 bis 10 Euro pro Quadratmeter
Modernisierte 3-Zimmer Wohnung in WI- Klarenthal;Ernst-von-Harnack-Str., Klarenthal, Wiesbaden;681;87;7,827586207;8,2057543;50,0835928;6 bis 8 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K04-0102";Kleinaustr. 4, Schierstein, Wiesbaden;758;65;11,66153846;8,1908873;50,0436302;10 bis 12 Euro pro Quadratmeter
Mitten in der City - mit großem Balkon und EBK ...;Mitte, Wiesbaden;495;60;8,25;8,2418705;50,0823281;8 bis 10 Euro pro Quadratmeter
Wohnen direkt am Marktplatz;Mitte, Wiesbaden;545;62;8,790322581;8,2418705;50,0823281;8 bis 10 Euro pro Quadratmeter
Oranienstraße: sanierte, helle Altbauwohnung mit Dielenböden;Oranienstr., Mitte, Wiesbaden;869;100;8,69;8,2372566;50,0742614;8 bis 10 Euro pro Quadratmeter
Europaviertel: Attraktive Wohnung im Wiesbadener Europaviertel ab 1.9.17 zu vermieten!;George-Marshall-Straße, Rheingauviertel, Wiesbaden;740;75;9,866666667;8,2213164;50,0707596;8 bis 10 Euro pro Quadratmeter
Kleines Haus auf mehreren Etagen mit Hofbenutzung in Wiesbaden-Rambach;Eppsteiner Strasse 8, Rambach, Wiesbaden;750;80;9,375;8,2742388;50,1168854;8 bis 10 Euro pro Quadratmeter
Sehr schöne lichtdurchflutete ruhige Penthouse-Maisonettewohung in Wiesbaden-City;Mitte, Wiesbaden;1750;170;10,29411765;8,2418705;50,0823281;10 bis 12 Euro pro Quadratmeter
***Freundliche, loftartige Erdgeschosswohnung, 175m², ruhige Lage, Ortsrand von Igstadt***;Igstadt, Wiesbaden;1485;175;8,485714286;8,3277242;50,0811797;8 bis 10 Euro pro Quadratmeter
NEROBERG - Direkter Blick auf die Kapelle;Nordost, Wiesbaden;680;53;12,83018868;8,2303053;50,0917199;12 bis 15 Euro pro Quadratmeter
Außergewöhnliche Altbauetage mit besonderem Flair! Wbd. - Komponistenviertel;Nordost, Wiesbaden;1400;100;14;8,2303053;50,0917199;12 bis 15 Euro pro Quadratmeter
Helles, modernes 1 Zimmer-Appartment/Büro in Wiesbaden-Naurod;Obergasse, Naurod, Wiesbaden;450;51;8,823529412;8,2979408;50,136881;8 bis 10 Euro pro Quadratmeter
Helle, moderne  3 Zimmer Wohnung in Wiesbaden-Naurod;Obergasse, Naurod, Wiesbaden;1050;100;10,5;8,2979408;50,136881;10 bis 12 Euro pro Quadratmeter
2ZKB Wohnung in zentraler Lage Wiesbadens;Südost, Wiesbaden;391,59;41;9,55097561;8,249484;50,0669775;8 bis 10 Euro pro Quadratmeter
Ideal für 1-2 Personen! Geräumige 2,5 Zimmer Whg. in bevorzugter Lage, Wbd.;Sonnenberg, Wiesbaden;1200;100;12;8,2580588;50,0974413;12 bis 15 Euro pro Quadratmeter
Erstbezug nach Sanierung, attraktive Singlewohnung, seitlich Biebricher Allee, Wbd.;Biebrich, Wiesbaden;650;51;12,74509804;8,2390966;50,0517113;12 bis 15 Euro pro Quadratmeter
2 ZKB 1.obergschoss mit balkon;An der Höhe 3, Breckenheim, Wiesbaden;610;61;10;8,3658051;50,0836982;10 bis 12 Euro pro Quadratmeter
Exklusive 3,5 ZI- Maisonette Wohnung  mit 4 Terrassen mit direktem Parkblick;Nordost, Wiesbaden;2030;145;14;8,2303053;50,0917199;12 bis 15 Euro pro Quadratmeter
Von Privat. Schöne, helle und geräumige zwei Zimmer Wohnung in Wiesbaden mit guter Verkehrsanbindung;Fuchsstrasse, Biebrich, Wiesbaden;560;64;8,75;8,224642;50,0649557;8 bis 10 Euro pro Quadratmeter
WG-Geeignet schöne 2 ZKB Wohnung in der Rheinstr;Rheinstr 71 5, Südost, Wiesbaden;545;65;8,384615385;8,24707;50,07888;8 bis 10 Euro pro Quadratmeter
Exclusives Wohnen in Toplage;Verdistraße, Nordost, Wiesbaden;2015;155;13;8,2520537;50,0931321;12 bis 15 Euro pro Quadratmeter
Nachmieter gesucht: 140qm Altbau Rheinstraße;Rheinstraße, Mitte, Wiesbaden;1350;140;9,642857143;8,239349;50,0778201;8 bis 10 Euro pro Quadratmeter
Beletage in Wiesbadener Altbauvilla mit Rheinblick;Rheingaustraße 107, Biebrich, Wiesbaden;990;84;11,78571429;8,22316;50,03961;10 bis 12 Euro pro Quadratmeter
2-Zimmer-Wohnung in Wi-Schierstein;Saarbrücker Allee 9, Schierstein, Wiesbaden;600;62;9,677419355;8,20476;50,0464078;8 bis 10 Euro pro Quadratmeter
Nerotal Wiesbadener Spitzenlage * große 3-Zimmerwohnung mit Balkon;Nordost, Wiesbaden;890;85;10,47058824;8,2303053;50,0917199;10 bis 12 Euro pro Quadratmeter
Toplage Dambachtal großzügige Etagenwohnung;Nordost, Wiesbaden;1700;142;11,97183099;8,2303053;50,0917199;10 bis 12 Euro pro Quadratmeter
Charmante  2-3 Zi. Whg. im Herzen WI-Biebrich***BESICHTIGUNG 21.06.17, 18.30 UHR!!!***;Rathausstraße, Biebrich, Wiesbaden;900;80;11,25;8,2388711;50,0399721;10 bis 12 Euro pro Quadratmeter
Top 2-Zi-Whg. im Herzen Wiesbaden-Biebrich ***BESICHTIGUNG 21.06.17, 19:00 UHR!!!*** ?;Rathausstraße, Biebrich, Wiesbaden;710;53;13,39622642;8,2388711;50,0399721;12 bis 15 Euro pro Quadratmeter
Exklusives Wohnen mit Maisonette, Wintergarten und Terrassen;Sonnenberg, Wiesbaden;1950;185;10,54054054;8,2580588;50,0974413;10 bis 12 Euro pro Quadratmeter
CHARMANTE MAISONETTE-DACHGESCHOSS-ALTBAUWOHNUNG IM BELIEBTEN RHEINGAUVIERTEL;Rheingauviertel, Wiesbaden;1300;140;9,285714286;8,2265882;50,0755267;8 bis 10 Euro pro Quadratmeter
Schöne 3 Zi-Whg., inkl. 2 Balkone ca. 80m² - Seitl. Biebricher Allee;Biebrich, Wiesbaden;880;80;11;8,2390966;50,0517113;10 bis 12 Euro pro Quadratmeter
RUHIGE OFFENE BAUWOHNUNG, MODERNE AUSSTATTUNG, 4,5 ZIMMER, BALKON IM GRÜNEN;Nordenstadt, Wiesbaden;1820;135;13,48148148;8,3391589;50,0616037;12 bis 15 Euro pro Quadratmeter
Wohnung in TOP Lage mit Südbalkon;Anne-Frank-Str. 2, Klarenthal, Wiesbaden;501;61;8,213114754;8,2081171;50,0841825;8 bis 10 Euro pro Quadratmeter
RUHIGE OFFENE BAUWOHNUNG, MODERNE AUSSTATTUNG, 2,5 ZIMMER, BALKON IM GRÜNEN;Nordenstadt, Wiesbaden;1120;83;13,4939759;8,3391589;50,0616037;12 bis 15 Euro pro Quadratmeter
Keine weiteren Anfragen bitte. Großer Südbalkon! 1 Zimmer-Wohnung, TOP-Lage, nahe zu Stadt/Neroberg;Kapellenstraße 64a, Nordost, Wiesbaden;400;35;11,42857143;8,23749;50,09359;10 bis 12 Euro pro Quadratmeter
SONNENANBETER GESUCHT;Bierstadt, Wiesbaden;1000;102;9,803921569;8,2772655;50,0852386;8 bis 10 Euro pro Quadratmeter
Penthaus 3 ZKB mit Balkon und Terrasse, Ausblick , Granit , Parkett;Auf der Eich, Dotzheim, Wiesbaden;1420;120;11,83333333;8,2016562;50,0749188;10 bis 12 Euro pro Quadratmeter
Möblierte 2-Zimmer-Wohnung zu vermieten;Dotzheim, Wiesbaden;965;85;11,35294118;8,1942059;50,0730319;10 bis 12 Euro pro Quadratmeter
*Paul & Partner* PARKSIDE LIVING 44 - WOHNEN WIE ES SEIN SOLLTE ! TRAUMHAFTER, SANIERTER ALTBAU !;Sonnenberg, Wiesbaden;1625;122;13,31967213;8,2580588;50,0974413;12 bis 15 Euro pro Quadratmeter
Wohnen gegenüber den Thermen;Parkweg 6, Sonnenberg, Wiesbaden;600;54;11,11111111;8,26147;50,08908;10 bis 12 Euro pro Quadratmeter
Renoviertes Single Appartement Nähe Hochschule Rhein-Main;Goebenstraße, Mitte, Wiesbaden;340;33;10,3030303;8,2274318;50,0793902;10 bis 12 Euro pro Quadratmeter
Provisionsfrei! Sanierte 3ZKBB Wohnung in begehrter Lage von Wiesbaden!;Gabelsbornstr., Biebrich, Wiesbaden;1200;110;10,90909091;8,2360377;50,056608;10 bis 12 Euro pro Quadratmeter
Modern möbliertes Apartment in Wiesbaden City;Südost, Wiesbaden;715;27;26,48148148;8,249484;50,0669775;mehr als 20 Euro pro Quadratmeter
Schöne, geräumige ein Zimmer Studenten-Wohnung in Wiesbaden, Rheingauviertel, Hollerborn;Rheingauviertel, Wiesbaden;249;32;7,78125;8,2265882;50,0755267;6 bis 8 Euro pro Quadratmeter
Schöne 2- Zimmer Wohnung in Wiesbaden, Nordost;Nordost, Wiesbaden;498;52;9,576923077;8,2303053;50,0917199;8 bis 10 Euro pro Quadratmeter
580 €, 48 m², 2 Zimmer;Klagenfurter Ring, Biebrich, Wiesbaden;580;48;12,08333333;8,2200502;50,0565193;12 bis 15 Euro pro Quadratmeter
sonnige 3 ZKBB Wohnung im Grünen zu vermieten;Medenbach, Wiesbaden;580;70;8,285714286;8,3386222;50,1095031;8 bis 10 Euro pro Quadratmeter
Schöne, geräumige vier Zimmer Wohnung in Wiesbaden, Biebrich;Strasse der Republik, Biebrich, Wiesbaden;1790;175;10,22857143;8,2411596;50,0444586;10 bis 12 Euro pro Quadratmeter
Schöne, geräumige zwei Zimmer Wohnung in Wiesbaden, Biebrich;Erich-Ollenhauer-Straße 32 d, Biebrich, Wiesbaden;580;61;9,508196721;8,2270609;50,0557953;8 bis 10 Euro pro Quadratmeter
Schuch Immobilien - Altbauperle am Rheinufer;Biebrich, Wiesbaden;1640;143;11,46853147;8,2390966;50,0517113;10 bis 12 Euro pro Quadratmeter
Gemütliche 3ZKBB Wohnung seitlich Biebricher Allee;Biebrich, Wiesbaden;750;70;10,71428571;8,2390966;50,0517113;10 bis 12 Euro pro Quadratmeter
XXL-Sonnenbalkon - und der Sommer kann kommen (M-65197-Goe17);Goerdeler Str., Klarenthal, Wiesbaden;739,2;77;9,6;8,2050126;50,0857171;8 bis 10 Euro pro Quadratmeter
Großräumige Einzimmerwohnung in gefragter Lage in Nordost - citynah und dennoch ruhig;Nordost, Wiesbaden;475;50;9,5;8,2303053;50,0917199;8 bis 10 Euro pro Quadratmeter
Entspanntes Wohnen über den Dächern von Wiesbaden in der Taunusstraße;Taunusstraße, Nordost, Wiesbaden;850;92;9,239130435;8,2410513;50,0880538;8 bis 10 Euro pro Quadratmeter
Helle 3 Zimmer Wohnung mit Einbauküche und Balkon von Privat;Eckernförderstraße, Mitte, Wiesbaden;695;67;10,37313433;8,2237053;50,084679;10 bis 12 Euro pro Quadratmeter
Moderne und ruhige,3 ZEBKB,Balkon in der Sonnenbergerstrasse Wiesbaden;Sonnenbergerstrasse, Nordost, Wiesbaden;1400;105;13,33333333;8,2565834;50,089729;12 bis 15 Euro pro Quadratmeter
Ruhige  2,5 ZI-WOHNUNG IN RHEINNÄHE MIT HINTERHOFIDYLLE U GROSSZÜGIGER TERRASSE;Schierstein, Wiesbaden;750;64;11,71875;8,1962967;50,0445973;10 bis 12 Euro pro Quadratmeter
* Wohlfühl-Ambiente * schicke 4,5-Zi.-Wohnung (saniert) mit grossem Garten in Wiesbaden-Naurod!;Naurod, Wiesbaden;1350;109;12,3853211;8,3035004;50,1353277;12 bis 15 Euro pro Quadratmeter
Large apartment in the city center - Americans welcome;Rheinbahnstraße 2, Mitte, Wiesbaden;1765;150;11,76666667;8,2431337;50,077269;10 bis 12 Euro pro Quadratmeter
Schöne, geräumige drei Zimmer Wohnung in Wiesbaden, Nordost;Bierstadter Straße 8, Nordost, Wiesbaden;1400;96;14,58333333;8,2488071;50,0807004;12 bis 15 Euro pro Quadratmeter
Charmante 2 Zimmer Altbau Wohnung  mit Balkon im Herzen Wiesbadens - Erstbezug nach Sanierung;Mitte, Wiesbaden;756;63;12;8,2418705;50,0823281;12 bis 15 Euro pro Quadratmeter
Charmante 2 Zimmer Altbau Wohnung mit 2 Balkonen im Herzen Wiesbadens - Erstbezug nach Sanierung;Mitte, Wiesbaden;984;82;12;8,2418705;50,0823281;12 bis 15 Euro pro Quadratmeter
Charmante 3 Zimmer Altbau Wohnung mit 2 Balkonen im Herzen Wiesbadens - Erstbezug nach Sanierung;Mitte, Wiesbaden;1325;106;12,5;8,2418705;50,0823281;12 bis 15 Euro pro Quadratmeter
Charmante 2 Zimmer Altbau Wohnung mit Balkon im Herzen Wiesbadens - Erstbezug nach Sanierung;Mitte, Wiesbaden;784;64;12,25;8,2418705;50,0823281;12 bis 15 Euro pro Quadratmeter
Charmante 4 Zimmer Altbau Wohnung mit 2 Balkonen im Herzen Wiesbadens - Erstbezug nach Sanierung ;Mitte, Wiesbaden;1924;150;12,82666667;8,2418705;50,0823281;12 bis 15 Euro pro Quadratmeter
Charmante 4 Zimmer Altbau Wohnung mit 2 Balkonen im Herzen Wiesbadens - Erstbezug nach Sanierung ;Mitte, Wiesbaden;1573;121;13;8,2418705;50,0823281;12 bis 15 Euro pro Quadratmeter
Charmante 7 Zimmer Altbau Wohnung mit 2 Balkonen im Herzen Wiesbadens - Erstbezug nach Sanierung ;Mitte, Wiesbaden;2496;195;12,8;8,2418705;50,0823281;12 bis 15 Euro pro Quadratmeter
ERSTBEZUG ALTBAU NACH KOMPLETTSANIERUNG: Schicke 4-Zi.Whg. mit EBK und BALKON;Rheingauviertel, Wiesbaden;1100;100;11;8,2265882;50,0755267;10 bis 12 Euro pro Quadratmeter
Sanierte 2-Zimmer-Wohnung mit Charme!;Dotzheim, Wiesbaden;700;61;11,47540984;8,1942059;50,0730319;10 bis 12 Euro pro Quadratmeter
2,5 Zimmer Bierstadt mitten im Grünen;Bierstadt, Wiesbaden;580;69;8,405797101;8,2772655;50,0852386;8 bis 10 Euro pro Quadratmeter
Helle 1,5 Zi. DG-Wohnung , Erstbezug nach Sanierung, sehr zentral;Adlerstr., Mitte, Wiesbaden;420;45;9,333333333;8,2353304;50,0869299;8 bis 10 Euro pro Quadratmeter
Stunning view - your dream apartment in best location;Nordost, Wiesbaden;2500;130;19,23076923;8,2303053;50,0917199;15 bis 20 Euro pro Quadratmeter
"PENTHOUSE - BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/S14-0302";Söhnleinstraße, Schierstein, Wiesbaden;1941;133;14,59398496;8,18281;50,0445058;12 bis 15 Euro pro Quadratmeter
"PENTHOUSE - BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/S14-0301";Söhnleinstraße, Schierstein, Wiesbaden;1946;134;14,52238806;8,18281;50,0445058;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/S14-0204";Söhnleinstraße, Schierstein, Wiesbaden;1125;97;11,59793814;8,18281;50,0445058;10 bis 12 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/S14-0202";Söhnleinstraße, Schierstein, Wiesbaden;663;57;11,63157895;8,18281;50,0445058;10 bis 12 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/S14-0104";Söhnleinstraße, Schierstein, Wiesbaden;1121;97;11,55670103;8,18281;50,0445058;10 bis 12 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/S14-0101";Söhnleinstraße, Schierstein, Wiesbaden;1124;97;11,58762887;8,18281;50,0445058;10 bis 12 Euro pro Quadratmeter
"PENTHOUSE - BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K06-0301";Kleinaustr. 6, Schierstein, Wiesbaden;1662;114;14,57894737;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K06-0002";Kleinaustr. 6, Schierstein, Wiesbaden;693;66;10,5;8,1908873;50,0436302;10 bis 12 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K06-0001";Kleinaustr. 6, Schierstein, Wiesbaden;693;66;10,5;8,1908873;50,0436302;10 bis 12 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K08-0203";Kleinaustr. 8, Schierstein, Wiesbaden;728;63;11,55555556;8,1908873;50,0436302;10 bis 12 Euro pro Quadratmeter
"PENTHOUSE - BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K04-0301";Kleinaustr. 4, Schierstein, Wiesbaden;1660;114;14,56140351;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"PENTHOUSE - BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais""060/S12-0302";Söhnleinstr., Schierstein, Wiesbaden;1019;70;14,55714286;8,18281;50,0445058;12 bis 15 Euro pro Quadratmeter
"PENTHOUSE - BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais""060/S12-0301";Söhnleinstr., Schierstein, Wiesbaden;1319;90;14,65555556;8,18281;50,0445058;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/S12-0102";Söhnleinstr., Schierstein, Wiesbaden;657;57;11,52631579;8,18281;50,0445058;10 bis 12 Euro pro Quadratmeter
"PENTHOUSE - BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K22-0201";Kleinaustr., Schierstein, Wiesbaden;1651;112;14,74107143;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K22-0001";Kleinaustr., Schierstein, Wiesbaden;990;82;12,07317073;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
*Schön geschnitte* 3 ZKB mit Balkon in Wiesbaden-Biebrich;Erich-Ollenhauer-Straße  34f, Biebrich, Wiesbaden;750;84;8,928571429;8,22502;50,05724;8 bis 10 Euro pro Quadratmeter
** Möbliertes Apartment in Wiesbaden Südost;Südost, Wiesbaden;715;32;22,34375;8,249484;50,0669775;mehr als 20 Euro pro Quadratmeter
Möbliertes 1,5-Zimmer Apartment mit Balkon in ruhiger Lage in Wiesbaden-City;Mitte, Wiesbaden;950;56;16,96428571;8,2418705;50,0823281;15 bis 20 Euro pro Quadratmeter
Mitten im Herzen der Wiesbadener Altstadt- helle 2 Zimmer-Wohnung;Mitte, Wiesbaden;525;55;9,545454545;8,2418705;50,0823281;8 bis 10 Euro pro Quadratmeter
Top sanierte Loftwohnung in bester Lage;Nordost, Wiesbaden;1700;132;12,87878788;8,2303053;50,0917199;12 bis 15 Euro pro Quadratmeter
Altbau,Gemütlich Wohnen in einer 3 ZKB  Balkon;Gneisenauerstrasse , Mitte, Wiesbaden;800;81;9,87654321;8,2245781;50,080601;8 bis 10 Euro pro Quadratmeter
Schöne zwei Zimmer Wohnung in Wiesbaden, Nordost;Rosselstraße 24c, Nordost, Wiesbaden;860;74;11,62162162;8,240642;50,09402;10 bis 12 Euro pro Quadratmeter
Komplettsanierung 2017! Klein aber fein. Einziehen und wohlfühlen.;Bismarckring 9, Mitte, Wiesbaden;440;28;15,71428571;8,2300748;50,0791363;15 bis 20 Euro pro Quadratmeter
Im Herzen von Wiesbaden - Naurod;Laurentiusstrasse, Naurod, Wiesbaden;570;67;8,507462687;8,3056875;50,1347758;8 bis 10 Euro pro Quadratmeter
Erstbezug nach Sanierung! Haus im Haus! *Mit riesigem Garten*;Laurentiusstrasse, Naurod, Wiesbaden;1200;120;10;8,3056875;50,1347758;10 bis 12 Euro pro Quadratmeter
Lichtdurchflutete Top-Sanierte Wohnung in Best-Lage von Wiesbaden;Südost, Wiesbaden;1315;113;11,63716814;8,249484;50,0669775;10 bis 12 Euro pro Quadratmeter
Schöne, geräumige 4 Zimmer Wohnung in Wiesbaden, Rheingauviertel, Hollerborn;Olof-Palme-Straße 2, Rheingauviertel, Wiesbaden;2300;130;17,69230769;8,21737;50,06984;15 bis 20 Euro pro Quadratmeter
3-Zimmer-Altbau-Dachgeschosswohnung in zentraler Lage von Wiesbaden;Sedanplatz, Mitte, Wiesbaden;610;70;8,714285714;8,2288688;50,0829491;8 bis 10 Euro pro Quadratmeter
