Gebietsschlüssel;Gebietsbezeichnung;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §19;Wähler;Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode Wahlbeteiligung;ungültige Erststimmen;gültige Erststimmen;ungültige Erststimmen in %;gültige Erstsstimmen in %;SPD Erststimmen;CDU Erststimmen;FDP Erststimmen;GRÜNE Erststimmen;Linke Erststimmen;REP Erststimmen;NPD Erststimmen;ödp Erststimmen;BüSo Erststimmen;ddp Erststimmen;FREIE WÄHLER Erststimmen;PIRATEN Erststimmen;Jansen Erststimmen;PBC Erststimmen;parteiunabhängig Erststimmen;Sonstige Erststimmen;;;;;;;;;;SPD Erststimmen in %;CDU Erststimmen in %;FDP Erststimmen in %;GRÜNE Erststimmen in %;Linke Erststimmen in %;REP Erststimmen in %;NPD Erststimmen in %;ödp Erststimmen in %;BüSo Erststimmen in %;ddp Erststimmen in %;FREIE WÄHLER Erststimmen in %;PIRATEN Erststimmen in %;Jansen Erststimmen in %;PBC Erststimmen in %;parteiunabhängig Erststimmen in %;Sonstige Erststimmen in %;;;;;;;;;;ungültige Zweitstimmen;gültige Zweitstimmen;ungültige Zweitstimmen in %;gültige Zweitstimmen in %;SPD Zweitstimmen;CDU Zweitstimmen;FDP Zweitstimmen;GRÜNE Zweitstimmen;Linke Zweitstimmen;REP Zweitstimmen;NPD Zweitstimmen;ödp Zweitstimmen;BüSo Zweitstimmen;ddp Zweitstimmen;FREIE WÄHLER Zweitstimmen;PIRATEN Zweitstimmen;Jansen Zweitstimmen;PBC Zweitstimmen;parteiunabhängig Zweitstimmen;Sonstige Zweitstimmen;;;;;;;;;;SPD Zweitstimmen in %;CDU Zweitstimmen in %;FDP Zweitstimmen in %;GRÜNE Zweitstimmen in %;Linke Zweitstimmen in %;REP Zweitstimmen in %;NPD Zweitstimmen in %;ödp Zweitstimmen in %;BüSo Zweitstimmen in %;ddp Zweitstimmen in %;FREIE WÄHLER Zweitstimmen in %;PIRATEN Zweitstimmen in %;Jansen Zweitstimmen in %;PBC Zweitstimmen in %;parteiunabhängig Zweitstimmen in %;Sonstige Zweitstimmen in %;;;;;;;;;;Gewählter Direktkandidat;Partei des Direktkandidaten;Anzahl Stimmbezirke;Anzahl ausgezählter Stimmbezirke;Zeitpunkt der letzten Änderung
4413320000209;Bad Dürkheim/Hardenburg;805;642;163;0;342;0;53,3;1;7;335;2;98;122;92;25;45;16;;16;;;;19;;;;;;;;;;;;;;;36,4;27,5;7,5;13,4;4,8;;4,8;;;;5,7;;;;;;;;;;;;;;;5;337;1,5;98,5;129;85;22;45;12;12;8;1;0;0;13;10;;;;;;;;;;;;;;38,3;25,2;6,5;13,4;3,6;3,6;2,4;0,3;0;0;3,9;3;;;;;;;;;;;;;;;;1;1;27.03.2011 18:42
4413320000210;Bad Dürkheim/Leistadt;893;679;214;0;472;0;69,5;1;14;458;3;97;191;141;24;68;9;;7;;;;18;;;;;;;;;;;;;;;41,7;30,8;5,2;14,8;2;;1,5;;;;3,9;;;;;;;;;;;;;;;12;460;2,5;97,5;182;140;26;78;11;3;5;1;0;1;11;2;;;;;;;;;;;;;;39,6;30,4;5,7;17;2,4;0,7;1,1;0,2;0;0,2;2,4;0,4;;;;;;;;;;;;;;;;1;1;28.03.2011 11:27
4413320000211;Bad Dürkheim/Ungstein;958;795;163;0;505;0;63,5;1;13;492;2,6;97,4;170;176;37;81;6;;10;;;;12;;;;;;;;;;;;;;;34,6;35,8;7,5;16,5;1,2;;2;;;;2,4;;;;;;;;;;;;;;;10;495;2;98;162;166;29;94;6;9;8;1;1;0;8;11;;;;;;;;;;;;;;32,7;33,5;5,9;19;1,2;1,8;1,6;0,2;0,2;0;1,6;2,2;;;;;;;;;;;;;;;;1;1;27.03.2011 19:17
4413320000299;Bad Dürkheim/Briefwahl;0;0;0;0;2567;2567;;;33;2534;1,3;98,7;915;929;238;242;71;;39;;;;100;;;;;;;;;;;;;;;36,1;36,7;9,4;9,6;2,8;;1,5;;;;3,9;;;;;;;;;;;;;;;20;2547;0,8;99,2;906;941;200;283;67;18;20;6;4;2;64;36;;;;;;;;;;;;;;35,6;36,9;7,9;11,1;2,6;0,7;0,8;0,2;0,2;0,1;2,5;1,4;;;;;;;;;;;;;;;;3;3;27.03.2011 19:19
4413320002400;Grünstadt, Verbandsfreie Gemeinde;9944;7960;1984;0;6452;1872;64,9;2;141;6311;2,2;97,8;2575;2080;237;769;213;;114;;;;323;;;;;;;;;;;;;;;40,8;33;3,8;12,2;3,4;;1,8;;;;5,1;;;;;;;;;;;;;;;114;6338;1,8;98,2;2436;2028;276;899;199;48;85;6;7;5;246;103;;;;;;;;;;;;;;38,4;32;4,4;14,2;3,1;0,8;1,3;0,1;0,1;0,1;3,9;1,6;;;;;;;;;;;;;;;;8;8;27.03.2011 19:14
4413320100000;Deidesheim, VG;9414;6731;2683;0;6867;2593;72,9;2;157;6710;2,3;97,7;1538;2818;237;1100;105;;110;;;;802;;;;;;;;;;;;;;;22,9;42;3,5;16,4;1,6;;1,6;;;;12;;;;;;;;;;;;;;;139;6728;2;98;1799;2943;226;980;91;44;93;17;4;5;433;93;;;;;;;;;;;;;;26,7;43,7;3,4;14,6;1,4;0,7;1,4;0,3;0,1;0,1;6,4;1,4;;;;;;;;;;;;;;;;10;10;27.03.2011 19:20
4413320100900;Deidesheim;3049;2020;1029;0;2210;996;72,5;2;36;2174;1,6;98,4;409;979;73;420;29;;31;;;;233;;;;;;;;;;;;;;;18,8;45;3,4;19,3;1,3;;1,4;;;;10,7;;;;;;;;;;;;;;;35;2175;1,6;98,4;502;1039;75;343;25;10;27;1;2;3;125;23;;;;;;;;;;;;;;23,1;47,8;3,4;15,8;1,1;0,5;1,2;0;0,1;0,1;5,7;1,1;;;;;;;;;;;;;;;;3;3;27.03.2011 19:10
4413320101700;Forst an der Weinstrasse;645;481;164;0;485;156;75,2;2;10;475;2,1;97,9;104;204;15;97;7;;3;;;;45;;;;;;;;;;;;;;;21,9;42,9;3,2;20,4;1,5;;0,6;;;;9,5;;;;;;;;;;;;;;;7;478;1,4;98,6;115;206;16;105;6;2;1;2;0;0;21;4;;;;;;;;;;;;;;24,1;43,1;3,3;22;1,3;0,4;0,2;0,4;0;0;4,4;0,8;;;;;;;;;;;;;;;;1;1;27.03.2011 18:59
4413320103500;Meckenheim;2684;2106;578;0;1857;557;69,2;2;42;1815;2,3;97,7;630;580;84;234;35;;41;;;;211;;;;;;;;;;;;;;;34,7;32;4,6;12,9;1,9;;2,3;;;;11,6;;;;;;;;;;;;;;;31;1826;1,7;98,3;681;610;60;229;30;20;33;9;2;1;121;30;;;;;;;;;;;;;;37,3;33,4;3,3;12,5;1,6;1,1;1,8;0,5;0,1;0,1;6,6;1,6;;;;;;;;;;;;;;;;3;3;27.03.2011 19:19
4413320103900;Niederkirchen bei Deidesheim;1877;1337;540;0;1428;525;76,1;2;35;1393;2,5;97,5;220;674;41;192;23;;23;;;;220;;;;;;;;;;;;;;;15,8;48,4;2,9;13,8;1,7;;1,7;;;;15,8;;;;;;;;;;;;;;;30;1398;2,1;97,9;281;690;47;179;22;9;18;4;0;0;121;27;;;;;;;;;;;;;;20,1;49,4;3,4;12,8;1,6;0,6;1,3;0,3;0;0;8,7;1,9;;;;;;;;;;;;;;;;2;2;27.03.2011 19:17
4413320104300;Ruppertsberg;1159;787;372;0;887;359;76,5;2;34;853;3,8;96,2;175;381;24;157;11;;12;;;;93;;;;;;;;;;;;;;;20,5;44,7;2,8;18,4;1,3;;1,4;;;;10,9;;;;;;;;;;;;;;;36;851;4,1;95,9;220;398;28;124;8;3;14;1;0;1;45;9;;;;;;;;;;;;;;25,9;46,8;3,3;14,6;0,9;0,4;1,6;0,1;0;0,1;5,3;1,1;;;;;;;;;;;;;;;;1;1;27.03.2011 19:20
4413320200000;Freinsheim, VG;12349;9378;2971;0;8716;2835;70,6;2;171;8545;2;98;3127;2920;534;1084;189;;158;;;;533;;;;;;;;;;;;;;;36,6;34,2;6,2;12,7;2,2;;1,8;;;;6,2;;;;;;;;;;;;;;;137;8579;1,6;98,4;2962;2850;551;1315;178;46;117;24;9;5;398;124;;;;;;;;;;;;;;34,5;33,2;6,4;15,3;2,1;0,5;1,4;0,3;0,1;0,1;4,6;1,4;;;;;;;;;;;;;;;;19;19;27.03.2011 20:16
4413320200500;Bobenheim am Berg;687;521;166;0;511;160;74,4;2;10;501;2;98;166;193;24;73;13;;14;;;;18;;;;;;;;;;;;;;;33,1;38,5;4,8;14,6;2,6;;2,8;;;;3,6;;;;;;;;;;;;;;;6;505;1,2;98,8;155;169;39;92;15;4;9;1;0;0;12;9;;;;;;;;;;;;;;30,7;33,5;7,7;18,2;3;0,8;1,8;0,2;0;0;2,4;1,8;;;;;;;;;;;;;;;;2;2;27.03.2011 19:06
4413320200800;Dackenheim;331;269;62;0;257;58;77,6;2;10;247;3,9;96,1;73;98;26;25;4;;3;;;;18;;;;;;;;;;;;;;;29,6;39,7;10,5;10,1;1,6;;1,2;;;;7,3;;;;;;;;;;;;;;;7;250;2,7;97,3;60;98;25;39;4;4;3;0;0;0;11;6;;;;;;;;;;;;;;24;39,2;10;15,6;1,6;1,6;1,2;0;0;0;4,4;2,4;;;;;;;;;;;;;;;;2;2;27.03.2011 19:02
4413320201500;Erpolzheim;1046;825;221;0;768;208;73,4;2;17;751;2,2;97,8;262;242;47;86;10;;14;;;;90;;;;;;;;;;;;;;;34,9;32,2;6,3;11,5;1,3;;1,9;;;;12;;;;;;;;;;;;;;;16;752;2,1;97,9;268;228;40;103;6;2;12;4;0;0;73;16;;;;;;;;;;;;;;35,6;30,3;5,3;13,7;0,8;0,3;1,6;0,5;0;0;9,7;2,1;;;;;;;;;;;;;;;;2;2;27.03.2011 19:27
4413320201900;Freinsheim;3994;2967;1027;0;2757;988;69;2;51;2706;1,8;98,2;1027;814;181;391;57;;44;;;;192;;;;;;;;;;;;;;;38;30,1;6,7;14,4;2,1;;1,6;;;;7,1;;;;;;;;;;;;;;;35;2722;1,3;98,7;960;831;181;453;61;9;34;7;4;2;146;34;;;;;;;;;;;;;;35,3;30,5;6,6;16,6;2,2;0,3;1,2;0,3;0,1;0,1;5,4;1,2;;;;;;;;;;;;;;;;3;3;27.03.2011 19:55
4413320202600;Herxheim am Berg;582;437;145;0;429;141;73,7;2;9;420;2,1;97,9;151;157;24;48;8;;6;;;;26;;;;;;;;;;;;;;;36;37,4;5,7;11,4;1,9;;1,4;;;;6,2;;;;;;;;;;;;;;;7;422;1,6;98,4;134;149;38;60;7;4;5;1;0;0;15;9;;;;;;;;;;;;;;31,8;35,3;9;14,2;1,7;0,9;1,2;0,2;0;0;3,6;2,1;;;;;;;;;;;;;;;;2;2;27.03.2011 20:16
4413320202800;Kallstadt;923;737;186;0;663;184;71,8;2;13;650;2;98;232;249;31;60;14;;11;;;;53;;;;;;;;;;;;;;;35,7;38,3;4,8;9,2;2,2;;1,7;;;;8,2;;;;;;;;;;;;;;;8;655;1,2;98,8;221;242;28;88;11;3;6;4;2;0;43;7;;;;;;;;;;;;;;33,7;36,9;4,3;13,4;1,7;0,5;0,9;0,6;0,3;0;6,6;1,1;;;;;;;;;;;;;;;;2;2;27.03.2011 19:36
4413320204900;Weisenheim am Berg;1401;1023;378;0;1037;353;74;2;10;1027;1;99;357;435;55;110;22;;22;;;;26;;;;;;;;;;;;;;;34,8;42,4;5,4;10,7;2,1;;2,1;;;;2,5;;;;;;;;;;;;;;;7;1030;0,7;99,3;315;407;63;168;23;3;18;2;1;1;23;6;;;;;;;;;;;;;;30,6;39,5;6,1;16,3;2,2;0,3;1,7;0,2;0,1;0,1;2,2;0,6;;;;;;;;;;;;;;;;3;3;27.03.2011 20:16
4413320205000;Weisenheim am Sand;3385;2599;786;0;2294;743;67,8;2;51;2243;2,2;97,8;859;732;146;291;61;;44;;;;110;;;;;;;;;;;;;;;38,3;32,6;6,5;13;2,7;;2;;;;4,9;;;;;;;;;;;;;;;51;2243;2,2;97,8;849;726;137;312;51;17;30;5;2;2;75;37;;;;;;;;;;;;;;37,9;32,4;6,1;13,9;2,3;0,8;1,3;0,2;0,1;0,1;3,3;1,6;;;;;;;;;;;;;;;;3;3;27.03.2011 19:44
4413320300000;Grünstadt-Land, VG;16119;13100;3019;0;11027;2852;68,4;2;284;10743;2,6;97,4;4098;3567;422;1383;306;;232;;;;735;;;;;;;;;;;;;;;38,1;33,2;3,9;12,9;2,8;;2,2;;;;6,8;;;;;;;;;;;;;;;233;10794;2,1;97,9;4167;3450;404;1507;267;65;193;19;12;6;512;192;;;;;;;;;;;;;;38,6;32;3,7;14;2,5;0,6;1,8;0,2;0,1;0,1;4,7;1,8;;;;;;;;;;;;;;;;19;19;28.03.2011 09:24
4413320300300;Battenberg (Pfalz);344;272;72;0;260;67;75,6;2;6;254;2,3;97,7;59;132;15;35;3;;2;;;;8;;;;;;;;;;;;;;;23,2;52;5,9;13,8;1,2;;0,8;;;;3,1;;;;;;;;;;;;;;;3;257;1,2;98,8;50;124;18;47;3;2;2;0;1;0;7;3;;;;;;;;;;;;;;19,5;48,2;7;18,3;1,2;0,8;0,8;0;0,4;0;2,7;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 18:49
4413320300400;Bissersheim;362;288;74;0;276;69;76,2;2;12;264;4,3;95,7;95;99;10;30;8;;9;;;;13;;;;;;;;;;;;;;;36;37,5;3,8;11,4;3;;3,4;;;;4,9;;;;;;;;;;;;;;;8;268;2,9;97,1;92;93;13;36;7;2;8;0;0;0;15;2;;;;;;;;;;;;;;34,3;34,7;4,9;13,4;2,6;0,7;3;0;0;0;5,6;0,7;;;;;;;;;;;;;;;;1;1;27.03.2011 18:49
4413320300600;Bockenheim an der Weinstraße;1761;1416;345;0;1213;324;68,9;2;29;1184;2,4;97,6;511;351;33;141;48;;32;;;;68;;;;;;;;;;;;;;;43,2;29,6;2,8;11,9;4,1;;2,7;;;;5,7;;;;;;;;;;;;;;;22;1191;1,8;98,2;524;335;32;144;39;3;31;0;3;1;54;25;;;;;;;;;;;;;;44;28,1;2,7;12,1;3,3;0,3;2,6;0;0,3;0,1;4,5;2,1;;;;;;;;;;;;;;;;1;1;27.03.2011 19:07
4413320301000;Dirmstein;2339;1910;429;0;1568;400;67;2;46;1522;2,9;97,1;521;606;46;198;37;;23;;;;91;;;;;;;;;;;;;;;34,2;39,8;3;13;2,4;;1,5;;;;6;;;;;;;;;;;;;;;37;1531;2,4;97,6;563;582;61;180;35;9;22;4;0;1;54;20;;;;;;;;;;;;;;36,8;38;4;11,8;2,3;0,6;1,4;0,3;0;0,1;3,5;1,3;;;;;;;;;;;;;;;;2;2;27.03.2011 19:17
4413320301200;Ebertsheim;1058;895;163;0;701;159;66,3;2;19;682;2,7;97,3;282;190;28;89;21;;15;;;;57;;;;;;;;;;;;;;;41,3;27,9;4,1;13;3,1;;2,2;;;;8,4;;;;;;;;;;;;;;;15;686;2,1;97,9;288;176;23;102;20;5;7;3;1;0;44;17;;;;;;;;;;;;;;42;25,7;3,4;14,9;2,9;0,7;1;0,4;0,1;0;6,4;2,5;;;;;;;;;;;;;;;;1;1;27.03.2011 19:06
4413320302100;Gerolsheim;1383;1196;187;0;954;182;69;2;24;930;2,5;97,5;356;288;35;79;28;;26;;;;118;;;;;;;;;;;;;;;38,3;31;3,8;8,5;3;;2,8;;;;12,7;;;;;;;;;;;;;;;23;931;2,4;97,6;370;288;36;86;22;9;21;0;2;0;64;33;;;;;;;;;;;;;;39,7;30,9;3,9;9,2;2,4;1;2,3;0;0,2;0;6,9;3,5;;;;;;;;;;;;;;;;1;1;27.03.2011 20:20
4413320302300;Großkarlbach;925;744;181;0;680;168;73,5;2;13;667;1,9;98,1;249;219;36;100;10;;11;;;;42;;;;;;;;;;;;;;;37,3;32,8;5,4;15;1,5;;1,6;;;;6,3;;;;;;;;;;;;;;;10;670;1,5;98,5;252;225;28;97;10;0;10;0;0;0;36;12;;;;;;;;;;;;;;37,6;33,6;4,2;14,5;1,5;0;1,5;0;0;0;5,4;1,8;;;;;;;;;;;;;;;;1;1;28.03.2011 09:24
4413320302900;Kindenheim;834;683;151;0;560;144;67,1;2;15;545;2,7;97,3;229;151;20;62;19;;17;;;;47;;;;;;;;;;;;;;;42;27,7;3,7;11,4;3,5;;3,1;;;;8,6;;;;;;;;;;;;;;;15;545;2,7;97,3;222;147;17;68;19;7;11;0;0;0;46;8;;;;;;;;;;;;;;40,7;27;3,1;12,5;3,5;1,3;2;0;0;0;8,4;1,5;;;;;;;;;;;;;;;;1;1;27.03.2011 19:06
4413320303000;Kirchheim an der Weinstraße;1442;1151;291;0;1003;279;69,6;2;18;985;1,8;98,2;358;338;56;163;16;;16;;;;38;;;;;;;;;;;;;;;36,3;34,3;5,7;16,5;1,6;;1,6;;;;3,9;;;;;;;;;;;;;;;17;986;1,7;98,3;340;335;45;195;15;4;13;2;0;1;24;12;;;;;;;;;;;;;;34,5;34;4,6;19,8;1,5;0,4;1,3;0,2;0;0,1;2,4;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 19:35
4413320303100;Kleinkarlbach;713;562;151;0;527;144;73,9;2;12;515;2,3;97,7;204;163;12;59;17;;18;;;;42;;;;;;;;;;;;;;;39,6;31,7;2,3;11,5;3,3;;3,5;;;;8,2;;;;;;;;;;;;;;;10;517;1,9;98,1;204;152;14;75;15;5;15;1;3;0;25;8;;;;;;;;;;;;;;39,5;29,4;2,7;14,5;2,9;1;2,9;0,2;0,6;0;4,8;1,5;;;;;;;;;;;;;;;;1;1;27.03.2011 19:13
4413320303300;Laumersheim;735;592;143;0;535;136;72,8;2;20;515;3,7;96,3;190;170;24;61;20;;8;;;;42;;;;;;;;;;;;;;;36,9;33;4,7;11,8;3,9;;1,6;;;;8,2;;;;;;;;;;;;;;;16;519;3;97;186;178;21;79;16;2;6;0;0;0;29;2;;;;;;;;;;;;;;35,8;34,3;4;15,2;3,1;0,4;1,2;0;0;0;5,6;0,4;;;;;;;;;;;;;;;;1;1;28.03.2011 09:24
4413320303600;Mertesheim;327;287;40;0;211;37;64,5;2;10;201;4,7;95,3;89;63;10;24;3;;3;;;;9;;;;;;;;;;;;;;;44,3;31,3;5;11,9;1,5;;1,5;;;;4,5;;;;;;;;;;;;;;;9;202;4,3;95,7;99;53;11;18;1;1;4;0;0;0;9;6;;;;;;;;;;;;;;49;26,2;5,4;8,9;0,5;0,5;2;0;0;0;4,5;3;;;;;;;;;;;;;;;;1;1;27.03.2011 18:39
4413320303800;Neuleiningen;656;485;171;0;462;166;70,4;2;11;451;2,4;97,6;111;219;25;64;9;;9;;;;14;;;;;;;;;;;;;;;24,6;48,6;5,5;14,2;2;;2;;;;3,1;;;;;;;;;;;;;;;8;454;1,7;98,3;117;206;16;77;9;1;8;1;0;0;9;10;;;;;;;;;;;;;;25,8;45,4;3,5;17;2;0,2;1,8;0,2;0;0;2;2,2;;;;;;;;;;;;;;;;1;1;27.03.2011 18:47
4413320304000;Obersülzen;472;406;66;0;298;57;63,1;2;8;290;2,7;97,3;93;118;9;46;3;;4;;;;17;;;;;;;;;;;;;;;32,1;40,7;3,1;15,9;1;;1,4;;;;5,9;;;;;;;;;;;;;;;7;291;2,3;97,7;96;106;12;53;4;2;4;0;0;0;11;3;;;;;;;;;;;;;;33;36,4;4,1;18,2;1,4;0,7;1,4;0;0;0;3,8;1;;;;;;;;;;;;;;;;1;1;27.03.2011 19:03
4413320304100;Obrigheim (Pfalz);2157;1702;455;0;1420;428;65,8;2;23;1397;1,6;98,4;635;346;47;189;47;;30;;;;103;;;;;;;;;;;;;;;45,5;24,8;3,4;13,5;3,4;;2,1;;;;7,4;;;;;;;;;;;;;;;19;1401;1,3;98,7;643;336;44;206;37;10;25;7;2;2;73;16;;;;;;;;;;;;;;45,9;24;3,1;14,7;2,6;0,7;1,8;0,5;0,1;0,1;5,2;1,1;;;;;;;;;;;;;;;;3;3;28.03.2011 09:24
4413320304200;Quirnheim;611;511;100;0;359;92;58,8;2;18;341;5;95;116;114;16;43;17;;9;;;;26;;;;;;;;;;;;;;;34;33,4;4,7;12,6;5;;2,6;;;;7,6;;;;;;;;;;;;;;;14;345;3,9;96,1;121;114;13;44;15;3;6;1;0;1;12;15;;;;;;;;;;;;;;35,1;33;3,8;12,8;4,3;0,9;1,7;0,3;0;0,3;3,5;4,3;;;;;;;;;;;;;;;;1;1;27.03.2011 18:40
4413320400000;Hettenleidelheim, VG;8553;7147;1406;0;5593;1358;65,4;2;155;5438;2,8;97,2;1868;2152;142;658;209;;130;;;;279;;;;;;;;;;;;;;;34,4;39,6;2,6;12,1;3,8;;2,4;;;;5,1;;;;;;;;;;;;;;;160;5433;2,9;97,1;2039;1827;184;746;177;51;97;10;4;5;211;82;;;;;;;;;;;;;;37,5;33,6;3,4;13,7;3,3;0,9;1,8;0,2;0,1;0,1;3,9;1,5;;;;;;;;;;;;;;;;7;7;28.03.2011 08:23
4413320400100;Altleiningen;1456;1188;268;0;996;261;68,4;2;23;973;2,3;97,7;350;340;28;113;53;;28;;;;61;;;;;;;;;;;;;;;36;34,9;2,9;11,6;5,4;;2,9;;;;6,3;;;;;;;;;;;;;;;21;975;2,1;97,9;362;317;36;128;41;12;23;0;1;0;44;11;;;;;;;;;;;;;;37,1;32,5;3,7;13,1;4,2;1,2;2,4;0;0,1;0;4,5;1,1;;;;;;;;;;;;;;;;2;2;27.03.2011 19:07
4413320400700;Carlsberg;2787;2418;369;0;1721;356;61,8;2;46;1675;2,7;97,3;607;571;47;239;64;;47;;;;100;;;;;;;;;;;;;;;36,2;34,1;2,8;14,3;3,8;;2,8;;;;6;;;;;;;;;;;;;;;39;1682;2,3;97,7;647;486;59;265;60;24;33;5;2;0;76;25;;;;;;;;;;;;;;38,5;28,9;3,5;15,8;3,6;1,4;2;0,3;0,1;0;4,5;1,5;;;;;;;;;;;;;;;;2;2;27.03.2011 19:36
4413320402700;Hettenleidelheim;2353;1892;461;0;1553;445;66;2;39;1514;2,5;97,5;481;722;23;153;38;;31;;;;66;;;;;;;;;;;;;;;31,8;47,7;1,5;10,1;2,5;;2;;;;4,4;;;;;;;;;;;;;;;61;1492;3,9;96,1;547;585;31;189;34;6;24;3;1;3;45;24;;;;;;;;;;;;;;36,7;39,2;2,1;12,7;2,3;0,4;1,6;0,2;0,1;0,2;3;1,6;;;;;;;;;;;;;;;;1;1;27.03.2011 19:37
4413320404400;Tiefenthal;686;590;96;0;435;98;63,4;2;15;420;3,4;96,6;162;176;9;32;16;;5;;;;20;;;;;;;;;;;;;;;38,6;41,9;2,1;7,6;3,8;;1,2;;;;4,8;;;;;;;;;;;;;;;14;421;3,2;96,8;176;137;17;45;13;3;2;0;0;0;19;9;;;;;;;;;;;;;;41,8;32,5;4;10,7;3,1;0,7;0,5;0;0;0;4,5;2,1;;;;;;;;;;;;;;;;1;1;27.03.2011 19:14
4413320404700;Wattenheim;1271;1059;212;0;888;198;69,9;2;32;856;3,6;96,4;268;343;35;121;38;;19;;;;32;;;;;;;;;;;;;;;31,3;40,1;4,1;14,1;4,4;;2,2;;;;3,7;;;;;;;;;;;;;;;25;863;2,8;97,2;307;302;41;119;29;6;15;2;0;2;27;13;;;;;;;;;;;;;;35,6;35;4,8;13,8;3,4;0,7;1,7;0,2;0;0,2;3,1;1,5;;;;;;;;;;;;;;;;1;1;28.03.2011 08:23
4413320600000;Wachenheim an der Weinstraße, VG;7858;5689;2169;0;5855;2074;74,5;2;103;5752;1,8;98,2;2017;2001;336;861;94;;73;;;;370;;;;;;;;;;;;;;;35,1;34,8;5,8;15;1,6;;1,3;;;;6,4;;;;;;;;;;;;;;;77;5778;1,3;98,7;1874;2006;368;1006;92;23;56;10;5;5;253;80;;;;;;;;;;;;;;32,4;34,7;6,4;17,4;1,6;0,4;1;0,2;0,1;0,1;4,4;1,4;;;;;;;;;;;;;;;;6;6;27.03.2011 19:44
4413320601300;Ellerstadt;1770;1410;360;0;1305;346;73,7;2;28;1277;2,1;97,9;519;392;41;187;23;;22;;;;93;;;;;;;;;;;;;;;40,6;30,7;3,2;14,6;1,8;;1,7;;;;7,3;;;;;;;;;;;;;;;18;1287;1,4;98,6;476;389;58;235;21;8;16;3;2;1;63;15;;;;;;;;;;;;;;37;30,2;4,5;18,3;1,6;0,6;1,2;0,2;0,2;0,1;4,9;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 19:44
4413320602000;Friedelsheim;1184;915;269;0;914;268;77,2;2;12;902;1,3;98,7;290;339;57;114;15;;6;;;;81;;;;;;;;;;;;;;;32,2;37,6;6,3;12,6;1,7;;0,7;;;;9;;;;;;;;;;;;;;;9;905;1;99;285;335;68;124;13;4;6;2;0;1;50;17;;;;;;;;;;;;;;31,5;37;7,5;13,7;1,4;0,4;0,7;0,2;0;0,1;5,5;1,9;;;;;;;;;;;;;;;;1;1;27.03.2011 19:00
4413320602200;Gönnheim;1173;932;241;0;845;231;72;2;15;830;1,8;98,2;326;264;44;124;13;;11;;;;48;;;;;;;;;;;;;;;39,3;31,8;5,3;14,9;1,6;;1,3;;;;5,8;;;;;;;;;;;;;;;10;835;1,2;98,8;288;284;37;140;17;1;9;4;1;0;44;10;;;;;;;;;;;;;;34,5;34;4,4;16,8;2;0,1;1,1;0,5;0,1;0;5,3;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 18:59
4413320604600;Wachenheim an der Weinstraße;3731;2432;1299;0;2791;1229;74,8;2;48;2743;1,7;98,3;882;1006;194;436;43;;34;;;;148;;;;;;;;;;;;;;;32,2;36,7;7,1;15,9;1,6;;1,2;;;;5,4;;;;;;;;;;;;;;;40;2751;1,4;98,6;825;998;205;507;41;10;25;1;2;3;96;38;;;;;;;;;;;;;;30;36,3;7,5;18,4;1,5;0,4;0,9;0;0,1;0,1;3,5;1,4;;;;;;;;;;;;;;;;3;3;27.03.2011 19:28
4420000000000;Neustadt an der Weinstraße, Wahlkreis;67276;54580;12692;4;42189;12061;62,7;2;1127;41062;2,7;97,3;13760;14807;1404;6367;1187;;854;;;;2683;;;;;;;;;;;;;;;33,5;36,1;3,4;15,5;2,9;;2,1;;;;6,5;;;;;;;;;;;;;;;892;41297;2,1;97,9;14973;13759;1506;6600;1094;277;696;113;36;27;1572;644;;;;;;;;;;;;;;36,3;33,3;3,6;16;2,6;0,7;1,7;0,3;0,1;0,1;3,8;1,6;;;;;;;;;;;;;;Hayn, Brigitte;CDU;82;82;30.03.2011 12:04
4423160000000;Neustadt a.d.W., Kreisfreie Stadt;41236;33315;7917;4;26174;7565;63,5;2;664;25510;2,5;97,5;7642;9821;956;4206;629;;420;;;;1836;;;;;;;;;;;;;;;30;38,5;3,7;16,5;2,5;;1,6;;;;7,2;;;;;;;;;;;;;;;507;25667;1,9;98,1;8351;9212;1055;4475;563;127;338;69;24;16;1057;380;;;;;;;;;;;;;;32,5;35,9;4,1;17,4;2,2;0,5;1,3;0,3;0,1;0,1;4,1;1,5;;;;;;;;;;;;;;;;49;49;30.03.2011 11:19
4423320000000;Bad Dürkheim, Teilkreis;26040;21265;4775;0;16015;4496;61,5;2;463;15552;2,9;97,1;6118;4986;448;2161;558;;434;;;;847;;;;;;;;;;;;;;;39,3;32,1;2,9;13,9;3,6;;2,8;;;;5,4;;;;;;;;;;;;;;;385;15630;2,4;97,6;6622;4547;451;2125;531;150;358;44;12;11;515;264;;;;;;;;;;;;;;42,4;29,1;2,9;13,6;3,4;1;2,3;0,3;0,1;0,1;3,3;1,7;;;;;;;;;;;;;;;;33;33;28.03.2011 13:49
