Gebietsschlüssel;Gebietsbezeichnung;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §19;Wähler;Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode Wahlbeteiligung;ungültige Erststimmen;gültige Erststimmen;ungültige Erststimmen in %;gültige Erstsstimmen in %;SPD Erststimmen;CDU Erststimmen;FDP Erststimmen;GRÜNE Erststimmen;Linke Erststimmen;REP Erststimmen;NPD Erststimmen;ödp Erststimmen;BüSo Erststimmen;ddp Erststimmen;FREIE WÄHLER Erststimmen;PIRATEN Erststimmen;Jansen Erststimmen;PBC Erststimmen;parteiunabhängig Erststimmen;Sonstige Erststimmen;;;;;;;;;;SPD Erststimmen in %;CDU Erststimmen in %;FDP Erststimmen in %;GRÜNE Erststimmen in %;Linke Erststimmen in %;REP Erststimmen in %;NPD Erststimmen in %;ödp Erststimmen in %;BüSo Erststimmen in %;ddp Erststimmen in %;FREIE WÄHLER Erststimmen in %;PIRATEN Erststimmen in %;Jansen Erststimmen in %;PBC Erststimmen in %;parteiunabhängig Erststimmen in %;Sonstige Erststimmen in %;;;;;;;;;;ungültige Zweitstimmen;gültige Zweitstimmen;ungültige Zweitstimmen in %;gültige Zweitstimmen in %;SPD Zweitstimmen;CDU Zweitstimmen;FDP Zweitstimmen;GRÜNE Zweitstimmen;Linke Zweitstimmen;REP Zweitstimmen;NPD Zweitstimmen;ödp Zweitstimmen;BüSo Zweitstimmen;ddp Zweitstimmen;FREIE WÄHLER Zweitstimmen;PIRATEN Zweitstimmen;Jansen Zweitstimmen;PBC Zweitstimmen;parteiunabhängig Zweitstimmen;Sonstige Zweitstimmen;;;;;;;;;;SPD Zweitstimmen in %;CDU Zweitstimmen in %;FDP Zweitstimmen in %;GRÜNE Zweitstimmen in %;Linke Zweitstimmen in %;REP Zweitstimmen in %;NPD Zweitstimmen in %;ödp Zweitstimmen in %;BüSo Zweitstimmen in %;ddp Zweitstimmen in %;FREIE WÄHLER Zweitstimmen in %;PIRATEN Zweitstimmen in %;Jansen Zweitstimmen in %;PBC Zweitstimmen in %;parteiunabhängig Zweitstimmen in %;Sonstige Zweitstimmen in %;;;;;;;;;;Gewählter Direktkandidat;Partei des Direktkandidaten;Anzahl Stimmbezirke;Anzahl ausgezählter Stimmbezirke;Zeitpunkt der letzten Änderung
1011320200200;Alsdorf;1252;1128;124;0;801;120;64;2;16;785;2;98;341;322;36;56;30;;;;;;;;;;;;;;;;;;;;;43,4;41;4,6;7,1;3,8;;;;;;;;;;;;;;;;;;;;;12;789;1,5;98,5;256;344;37;89;33;2;8;1;2;0;14;3;;;;;;;;;;;;;;32,4;43,6;4,7;11,3;4,2;0,3;1;0,1;0,3;0;1,8;0,4;;;;;;;;;;;;;;;;1;1;27.03.2011 18:54
1011320200600;Betzdorf;7268;6281;987;0;3993;950;54,9;2;97;3896;2,4;97,6;1531;1603;188;412;162;;;;;;;;;;;;;;;;;;;;;39,3;41,1;4,8;10,6;4,2;;;;;;;;;;;;;;;;;;;;;68;3925;1,7;98,3;1218;1670;157;581;143;17;44;6;3;0;42;44;;;;;;;;;;;;;;31;42,5;4;14,8;3,6;0,4;1,1;0,2;0,1;0;1,1;1,1;;;;;;;;;;;;;;;;10;10;27.03.2011 19:56
1011320204200;Grünebach;443;385;58;0;282;55;63,7;2;3;279;1,1;98,9;91;136;16;25;11;;;;;;;;;;;;;;;;;;;;;32,6;48,7;5,7;9;3,9;;;;;;;;;;;;;;;;;;;;;2;280;0,7;99,3;71;151;9;30;8;0;4;1;0;0;1;5;;;;;;;;;;;;;;25,4;53,9;3,2;10,7;2,9;0;1,4;0,4;0;0;0,4;1,8;;;;;;;;;;;;;;;;1;1;27.03.2011 18:42
1011320209800;Scheuerfeld;1586;1395;191;0;968;188;61;2;17;951;1,8;98,2;354;448;35;79;35;;;;;;;;;;;;;;;;;;;;;37,2;47,1;3,7;8,3;3,7;;;;;;;;;;;;;;;;;;;;;12;956;1,2;98,8;329;424;28;110;28;3;13;2;0;1;8;10;;;;;;;;;;;;;;34,4;44,4;2,9;11,5;2,9;0,3;1,4;0,2;0;0,1;0,8;1;;;;;;;;;;;;;;;;1;1;27.03.2011 19:21
1011320211100;Wallmenroth;953;823;130;0;646;121;67,8;2;24;622;3,7;96,3;221;303;24;45;29;;;;;;;;;;;;;;;;;;;;;35,5;48,7;3,9;7,2;4,7;;;;;;;;;;;;;;;;;;;;;22;624;3,4;96,6;199;290;23;58;26;3;9;1;0;1;5;9;;;;;;;;;;;;;;31,9;46,5;3,7;9,3;4,2;0,5;1,4;0,2;0;0,2;0,8;1,4;;;;;;;;;;;;;;;;1;1;27.03.2011 19:51
1011320300000;Daaden, VG;9068;8395;673;0;4855;649;53,5;2;107;4748;2,2;97,8;1837;1308;874;489;240;;;;;;;;;;;;;;;;;;;;;38,7;27,5;18,4;10,3;5,1;;;;;;;;;;;;;;;;;;;;;85;4770;1,8;98,2;1817;1453;477;585;181;23;75;13;6;3;89;48;;;;;;;;;;;;;;38,1;30,5;10;12,3;3,8;0,5;1,6;0,3;0,1;0,1;1,9;1;;;;;;;;;;;;;;;;13;13;27.03.2011 19:50
1011320301800;Daaden;3487;3169;318;0;1902;304;54,5;2;29;1873;1,5;98,5;672;479;434;190;98;;;;;;;;;;;;;;;;;;;;;35,9;25,6;23,2;10,1;5,2;;;;;;;;;;;;;;;;;;;;;29;1873;1,5;98,5;671;539;254;227;76;9;30;1;4;1;40;21;;;;;;;;;;;;;;35,8;28,8;13,6;12,1;4,1;0,5;1,6;0,1;0,2;0,1;2,1;1,1;;;;;;;;;;;;;;;;4;4;27.03.2011 19:50
1011320301900;Derschen;807;767;40;0;352;38;43,6;2;9;343;2,6;97,4;121;100;69;35;18;;;;;;;;;;;;;;;;;;;;;35,3;29,2;20,1;10,2;5,2;;;;;;;;;;;;;;;;;;;;;4;348;1,1;98,9;130;113;33;43;10;2;5;6;0;0;3;3;;;;;;;;;;;;;;37,4;32,5;9,5;12,4;2,9;0,6;1,4;1,7;0;0;0,9;0,9;;;;;;;;;;;;;;;;1;1;27.03.2011 19:20
1011320302600;Emmerzhausen;568;542;26;0;279;24;49,1;2;7;272;2,5;97,5;81;101;45;30;15;;;;;;;;;;;;;;;;;;;;;29,8;37,1;16,5;11;5,5;;;;;;;;;;;;;;;;;;;;;4;275;1,4;98,6;83;120;14;34;11;0;6;0;0;0;3;4;;;;;;;;;;;;;;30,2;43,6;5,1;12,4;4;0;2,2;0;0;0;1,1;1,5;;;;;;;;;;;;;;;;1;1;27.03.2011 19:05
1011320303600;Friedewald;901;853;48;0;448;46;49,7;2;7;441;1,6;98,4;160;118;85;59;19;;;;;;;;;;;;;;;;;;;;;36,3;26,8;19,3;13,4;4,3;;;;;;;;;;;;;;;;;;;;;4;444;0,9;99,1;155;124;52;71;16;3;9;0;0;1;10;3;;;;;;;;;;;;;;34,9;27,9;11,7;16;3,6;0,7;2;0;0;0,2;2,3;0,7;;;;;;;;;;;;;;;;1;1;27.03.2011 19:03
1011320306800;Mauden;92;85;7;0;54;7;58,7;2;3;51;5,6;94,4;19;19;9;3;1;;;;;;;;;;;;;;;;;;;;;37,3;37,3;17,6;5,9;2;;;;;;;;;;;;;;;;;;;;;2;52;3,7;96,3;21;22;1;4;1;0;2;1;0;0;0;0;;;;;;;;;;;;;;40,4;42,3;1,9;7,7;1,9;0;3,8;1,9;0;0;0;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:18
1011320307500;Niederdreisbach;751;705;46;0;437;43;58,2;2;19;418;4,3;95,7;177;114;63;39;25;;;;;;;;;;;;;;;;;;;;;42,3;27,3;15,1;9,3;6;;;;;;;;;;;;;;;;;;;;;14;423;3,2;96,8;164;139;32;50;18;3;5;1;0;0;7;4;;;;;;;;;;;;;;38,8;32,9;7,6;11,8;4,3;0,7;1,2;0,2;0;0;1,7;0,9;;;;;;;;;;;;;;;;1;1;27.03.2011 19:08
1011320307900;Nisterberg;302;269;33;0;184;32;60,9;2;4;180;2,2;97,8;62;68;24;17;9;;;;;;;;;;;;;;;;;;;;;34,4;37,8;13,3;9,4;5;;;;;;;;;;;;;;;;;;;;;5;179;2,7;97,3;66;68;9;18;8;1;6;1;0;0;1;1;;;;;;;;;;;;;;36,9;38;5;10,1;4,5;0,6;3,4;0,6;0;0;0,6;0,6;;;;;;;;;;;;;;;;1;1;27.03.2011 18:39
1011320310100;Schutzbach;328;305;23;0;220;23;67,1;2;10;210;4,5;95,5;85;57;22;36;10;;;;;;;;;;;;;;;;;;;;;40,5;27,1;10,5;17,1;4,8;;;;;;;;;;;;;;;;;;;;;7;213;3,2;96,8;76;64;20;37;6;1;2;2;0;0;4;1;;;;;;;;;;;;;;35,7;30;9,4;17,4;2,8;0,5;0,9;0,9;0;0;1,9;0,5;;;;;;;;;;;;;;;;1;1;27.03.2011 18:37
1011320311300;Weitefeld;1832;1700;132;0;979;132;53,4;2;19;960;1,9;98,1;460;252;123;80;45;;;;;;;;;;;;;;;;;;;;;47,9;26,3;12,8;8,3;4,7;;;;;;;;;;;;;;;;;;;;;16;963;1,6;98,4;451;264;62;101;35;4;10;1;2;1;21;11;;;;;;;;;;;;;;46,8;27,4;6,4;10,5;3,6;0,4;1;0,1;0,2;0,1;2,2;1,1;;;;;;;;;;;;;;;;2;2;27.03.2011 19:07
1011320700000;Kirchen (Sieg), VG;19358;16587;2769;2;10838;2656;56;2;293;10545;2,7;97,3;3877;4504;467;1333;364;;;;;;;;;;;;;;;;;;;;;36,8;42,7;4,4;12,6;3,5;;;;;;;;;;;;;;;;;;;;;197;10641;1,8;98,2;3547;4428;400;1568;309;40;113;32;9;8;77;110;;;;;;;;;;;;;;33,3;41,6;3,8;14,7;2,9;0,4;1,1;0,3;0,1;0,1;0,7;1;;;;;;;;;;;;;;;;24;24;28.03.2011 11:42
1011320701200;Brachbach;2021;1843;178;0;1141;176;56,5;2;34;1107;3;97;395;497;37;142;36;;;;;;;;;;;;;;;;;;;;;35,7;44,9;3,3;12,8;3,3;;;;;;;;;;;;;;;;;;;;;24;1117;2,1;97,9;364;494;23;171;25;2;11;1;0;3;9;14;;;;;;;;;;;;;;32,6;44,2;2,1;15,3;2,2;0,2;1;0,1;0;0,3;0,8;1,3;;;;;;;;;;;;;;;;2;2;27.03.2011 19:15
1011320703700;Friesenhagen;1351;1163;186;2;805;171;59,6;2;15;790;1,9;98,1;184;414;29;122;41;;;;;;;;;;;;;;;;;;;;;23,3;52,4;3,7;15,4;5,2;;;;;;;;;;;;;;;;;;;;;16;789;2;98;169;398;33;120;37;6;6;4;1;1;8;6;;;;;;;;;;;;;;21,4;50,4;4,2;15,2;4,7;0,8;0,8;0,5;0,1;0,1;1;0,8;;;;;;;;;;;;;;;;2;2;28.03.2011 11:42
1011320704500;Harbach;439;399;40;0;282;40;64,2;2;8;274;2,8;97,2;93;109;14;52;6;;;;;;;;;;;;;;;;;;;;;33,9;39,8;5,1;19;2,2;;;;;;;;;;;;;;;;;;;;;4;278;1,4;98,6;76;124;12;57;4;2;0;0;0;0;1;2;;;;;;;;;;;;;;27,3;44,6;4,3;20,5;1,4;0,7;0;0;0;0;0,4;0,7;;;;;;;;;;;;;;;;1;1;27.03.2011 18:54
1011320706300;Kirchen (Sieg);7069;5765;1304;0;4233;1259;59,9;2;123;4110;2,9;97,1;1497;1704;252;506;151;;;;;;;;;;;;;;;;;;;;;36,4;41,5;6,1;12,3;3,7;;;;;;;;;;;;;;;;;;;;;71;4162;1,7;98,3;1313;1704;216;636;128;17;45;18;4;4;36;41;;;;;;;;;;;;;;31,5;40,9;5,2;15,3;3,1;0,4;1,1;0,4;0,1;0,1;0,9;1;;;;;;;;;;;;;;;;10;10;28.03.2011 08:59
1011320707200;Mudersbach;4836;4385;451;0;2303;431;47,6;2;65;2238;2,8;97,2;1014;771;71;312;70;;;;;;;;;;;;;;;;;;;;;45,3;34,5;3,2;13,9;3,1;;;;;;;;;;;;;;;;;;;;;45;2258;2;98;960;747;62;352;63;10;25;2;2;0;15;20;;;;;;;;;;;;;;42,5;33,1;2,7;15,6;2,8;0,4;1,1;0,1;0,1;0;0,7;0,9;;;;;;;;;;;;;;;;6;6;28.03.2011 10:51
1011320707600;Niederfischbach;3642;3032;610;0;2074;579;56,9;2;48;2026;2,3;97,7;694;1009;64;199;60;;;;;;;;;;;;;;;;;;;;;34,3;49,8;3,2;9,8;3;;;;;;;;;;;;;;;;;;;;;37;2037;1,8;98,2;665;961;54;232;52;3;26;7;2;0;8;27;;;;;;;;;;;;;;32,6;47,2;2,7;11,4;2,6;0,1;1,3;0,3;0,1;0;0,4;1,3;;;;;;;;;;;;;;;;3;3;28.03.2011 11:42
1020000000000;Altenkirchen (Westerwald), Wahlkreis;57167;49516;7650;1;33298;7223;58,2;2;930;32368;2,8;97,2;11555;13707;1264;4443;1399;;;;;;;;;;;;;;;;;;;;;35,7;42,3;3,9;13,7;4,3;;;;;;;;;;;;;;;;;;;;;660;32638;2;98;10752;13035;1354;4886;1176;185;339;68;35;33;419;356;;;;;;;;;;;;;;32,9;39,9;4,1;15;3,6;0,6;1;0,2;0,1;0,1;1,3;1,1;;;;;;;;;;;;;;Dr. Enders, Peter;CDU;118;118;04.04.2011 10:45
1021320000000;Altenkirchen (Ww.), Teilkreis;57167;49516;7650;1;33298;7223;58,2;2;930;32368;2,8;97,2;11555;13707;1264;4443;1399;;;;;;;;;;;;;;;;;;;;;35,7;42,3;3,9;13,7;4,3;;;;;;;;;;;;;;;;;;;;;660;32638;2;98;10752;13035;1354;4886;1176;185;339;68;35;33;419;356;;;;;;;;;;;;;;32,9;39,9;4,1;15;3,6;0,6;1;0,2;0,1;0,1;1,3;1,1;;;;;;;;;;;;;;;;118;118;29.03.2011 10:02
1021320100000;Altenkirchen (Westerwald), VG;17718;15760;1958;0;10036;1866;56,6;2;242;9794;2,4;97,6;4141;3220;379;1672;382;;;;;;;;;;;;;;;;;;;;;42,3;32,9;3,9;17,1;3,9;;;;;;;;;;;;;;;;;;;;;157;9879;1,6;98,4;3865;2994;457;1791;309;76;100;37;11;6;135;98;;;;;;;;;;;;;;39,1;30,3;4,6;18,1;3,1;0,8;1;0,4;0,1;0,1;1,4;1;;;;;;;;;;;;;;;;47;47;29.03.2011 10:02
1021320100100;Almersbach;315;277;38;0;202;34;64,1;2;7;195;3,5;96,5;97;57;4;27;10;;;;;;;;;;;;;;;;;;;;;49,7;29,2;2,1;13,8;5,1;;;;;;;;;;;;;;;;;;;;;1;201;0,5;99,5;98;53;7;29;8;0;1;0;0;0;2;3;;;;;;;;;;;;;;48,8;26,4;3,5;14,4;4;0;0,5;0;0;0;1;1,5;;;;;;;;;;;;;;;;1;1;27.03.2011 19:23
1021320100400;Bachenberg;92;80;12;0;67;12;72,8;2;3;64;4,5;95,5;32;12;2;16;2;;;;;;;;;;;;;;;;;;;;;50;18,8;3,1;25;3,1;;;;;;;;;;;;;;;;;;;;;3;64;4,5;95,5;27;14;0;18;3;1;0;0;0;0;1;0;;;;;;;;;;;;;;42,2;21,9;0;28,1;4,7;1,6;0;0;0;0;1,6;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:44
1021320100900;Birnbach;428;376;52;0;273;50;63,8;2;7;266;2,6;97,4;99;86;9;63;9;;;;;;;;;;;;;;;;;;;;;37,2;32,3;3,4;23,7;3,4;;;;;;;;;;;;;;;;;;;;;3;270;1,1;98,9;98;76;16;63;8;2;1;1;0;0;4;1;;;;;;;;;;;;;;36,3;28,1;5,9;23,3;3;0,7;0,4;0,4;0;0;1,5;0,4;;;;;;;;;;;;;;;;1;1;28.03.2011 10:55
1021320101700;Busenhausen;271;241;30;0;172;28;63,5;2;7;165;4,1;95,9;74;43;16;22;10;;;;;;;;;;;;;;;;;;;;;44,8;26,1;9,7;13,3;6,1;;;;;;;;;;;;;;;;;;;;;3;169;1,7;98,3;68;39;20;21;10;4;3;0;1;0;2;1;;;;;;;;;;;;;;40,2;23,1;11,8;12,4;5,9;2,4;1,8;0;0,6;0;1,2;0,6;;;;;;;;;;;;;;;;1;1;27.03.2011 18:47
1021320102200;Eichelhardt;366;325;41;0;235;38;64,2;2;3;232;1,3;98,7;131;56;5;31;9;;;;;;;;;;;;;;;;;;;;;56,5;24,1;2,2;13,4;3,9;;;;;;;;;;;;;;;;;;;;;3;232;1,3;98,7;115;48;12;44;6;4;0;0;0;0;1;2;;;;;;;;;;;;;;49,6;20,7;5,2;19;2,6;1,7;0;0;0;0;0,4;0,9;;;;;;;;;;;;;;;;1;1;29.03.2011 10:01
1021320102700;Ersfeld;65;58;7;0;46;7;70,8;2;3;43;6,5;93,5;14;14;1;14;0;;;;;;;;;;;;;;;;;;;;;32,6;32,6;2,3;32,6;0;;;;;;;;;;;;;;;;;;;;;3;43;6,5;93,5;15;8;4;13;0;2;0;1;0;0;0;0;;;;;;;;;;;;;;34,9;18,6;9,3;30,2;0;4,7;0;2,3;0;0;0;0;;;;;;;;;;;;;;;;1;1;28.03.2011 10:56
1021320103100;Fiersbach;213;192;21;0;139;20;65,3;2;2;137;1,4;98,6;55;56;2;22;2;;;;;;;;;;;;;;;;;;;;;40,1;40,9;1,5;16,1;1,5;;;;;;;;;;;;;;;;;;;;;1;138;0,7;99,3;53;55;4;18;1;0;2;0;0;0;4;1;;;;;;;;;;;;;;38,4;39,9;2,9;13;0,7;0;1,4;0;0;0;2,9;0,7;;;;;;;;;;;;;;;;1;1;28.03.2011 10:57
1021320103300;Fluterschen;551;486;65;0;312;62;56,6;2;4;308;1,3;98,7;140;106;6;40;16;;;;;;;;;;;;;;;;;;;;;45,5;34,4;1,9;13;5,2;;;;;;;;;;;;;;;;;;;;;3;309;1;99;150;87;9;39;12;0;3;2;0;0;5;2;;;;;;;;;;;;;;48,5;28,2;2,9;12,6;3,9;0;1;0,6;0;0;1,6;0,6;;;;;;;;;;;;;;;;1;1;28.03.2011 10:58
1021320103500;Forstmehren;127;105;22;0;85;22;66,9;2;1;84;1,2;98,8;22;37;3;19;3;;;;;;;;;;;;;;;;;;;;;26,2;44;3,6;22,6;3,6;;;;;;;;;;;;;;;;;;;;;2;83;2,4;97,6;20;34;3;21;2;0;1;0;0;0;2;0;;;;;;;;;;;;;;24,1;41;3,6;25,3;2,4;0;1,2;0;0;0;2,4;0;;;;;;;;;;;;;;;;1;1;28.03.2011 10:58
1021320104000;Gieleroth;520;460;60;0;342;58;65,8;2;2;340;0,6;99,4;166;85;12;67;10;;;;;;;;;;;;;;;;;;;;;48,8;25;3,5;19,7;2,9;;;;;;;;;;;;;;;;;;;;;0;342;0;100;152;80;14;77;10;0;6;0;0;0;1;2;;;;;;;;;;;;;;44,4;23,4;4,1;22,5;2,9;0;1,8;0;0;0;0,3;0,6;;;;;;;;;;;;;;;;1;1;27.03.2011 19:22
1021320104600;Hasselbach;248;226;22;0;147;22;59,3;2;4;143;2,7;97,3;59;51;4;25;4;;;;;;;;;;;;;;;;;;;;;41,3;35,7;2,8;17,5;2,8;;;;;;;;;;;;;;;;;;;;;4;143;2,7;97,3;59;43;6;23;6;1;4;0;0;0;1;0;;;;;;;;;;;;;;41,3;30,1;4,2;16,1;4,2;0,7;2,8;0;0;0;0,7;0;;;;;;;;;;;;;;;;1;1;27.03.2011 19:26
1021320104700;Helmenzen;660;572;88;0;409;87;62;2;4;405;1;99;153;159;17;56;20;;;;;;;;;;;;;;;;;;;;;37,8;39,3;4,2;13,8;4,9;;;;;;;;;;;;;;;;;;;;;0;409;0;100;141;147;20;68;12;1;2;3;0;1;9;5;;;;;;;;;;;;;;34,5;35,9;4,9;16,6;2,9;0,2;0,5;0,7;0;0,2;2,2;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 19:00
1021320104800;Helmeroth;166;145;21;0;112;19;67,5;2;3;109;2,7;97,3;46;36;8;13;6;;;;;;;;;;;;;;;;;;;;;42,2;33;7,3;11,9;5,5;;;;;;;;;;;;;;;;;;;;;1;111;0,9;99,1;46;33;8;15;2;1;3;0;0;0;2;1;;;;;;;;;;;;;;41,4;29,7;7,2;13,5;1,8;0,9;2,7;0;0;0;1,8;0,9;;;;;;;;;;;;;;;;1;1;27.03.2011 18:43
1021320104900;Hemmelzen;170;143;27;0;109;27;64,1;2;3;106;2,8;97,2;39;32;5;27;3;;;;;;;;;;;;;;;;;;;;;36,8;30,2;4,7;25,5;2,8;;;;;;;;;;;;;;;;;;;;;2;107;1,8;98,2;39;31;5;26;2;0;1;1;0;0;2;0;;;;;;;;;;;;;;36,4;29;4,7;24,3;1,9;0;0,9;0,9;0;0;1,9;0;;;;;;;;;;;;;;;;1;1;27.03.2011 19:15
1021320105100;Heupelzen;196;172;24;0;131;23;66,8;2;4;127;3,1;96,9;53;53;2;12;7;;;;;;;;;;;;;;;;;;;;;41,7;41,7;1,6;9,4;5,5;;;;;;;;;;;;;;;;;;;;;2;129;1,5;98,5;48;54;2;12;5;2;3;0;0;0;3;0;;;;;;;;;;;;;;37,2;41,9;1,6;9,3;3,9;1,6;2,3;0;0;0;2,3;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:31
1021320105200;Hilgenroth;239;223;16;0;155;16;64,9;2;8;147;5,2;94,8;82;36;4;14;11;;;;;;;;;;;;;;;;;;;;;55,8;24,5;2,7;9,5;7,5;;;;;;;;;;;;;;;;;;;;;7;148;4,5;95,5;71;27;5;15;10;4;4;2;0;0;4;6;;;;;;;;;;;;;;48;18,2;3,4;10,1;6,8;2,7;2,7;1,4;0;0;2,7;4,1;;;;;;;;;;;;;;;;1;1;28.03.2011 10:59
1021320105300;Hirz-Maulsbach;239;217;22;0;165;22;69;2;3;162;1,8;98,2;62;76;6;13;5;;;;;;;;;;;;;;;;;;;;;38,3;46,9;3,7;8;3,1;;;;;;;;;;;;;;;;;;;;;3;162;1,8;98,2;54;70;13;15;1;1;1;1;0;0;2;4;;;;;;;;;;;;;;33,3;43,2;8;9,3;0,6;0,6;0,6;0,6;0;0;1,2;2,5;;;;;;;;;;;;;;;;1;1;28.03.2011 11:00
1021320105600;Idelberg;45;45;0;0;26;0;57,8;2;0;26;0;100;13;8;1;4;0;;;;;;;;;;;;;;;;;;;;;50;30,8;3,8;15,4;0;;;;;;;;;;;;;;;;;;;;;0;26;0;100;11;9;0;5;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;42,3;34,6;0;19,2;3,8;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:23
1021320105700;Ingelbach;429;390;39;0;263;36;61,3;2;6;257;2,3;97,7;156;45;7;47;2;;;;;;;;;;;;;;;;;;;;;60,7;17,5;2,7;18,3;0,8;;;;;;;;;;;;;;;;;;;;;4;259;1,5;98,5;133;40;7;67;3;0;0;3;0;0;2;4;;;;;;;;;;;;;;51,4;15,4;2,7;25,9;1,2;0;0;1,2;0;0;0,8;1,5;;;;;;;;;;;;;;;;1;1;28.03.2011 11:01
1021320105800;Isert;107;94;13;0;80;13;74,8;2;4;76;5;95;37;21;1;14;3;;;;;;;;;;;;;;;;;;;;;48,7;27,6;1,3;18,4;3,9;;;;;;;;;;;;;;;;;;;;;2;78;2,5;97,5;26;18;4;22;2;1;4;0;1;0;0;0;;;;;;;;;;;;;;33,3;23,1;5,1;28,2;2,6;1,3;5,1;0;1,3;0;0;0;;;;;;;;;;;;;;;;1;1;28.03.2011 11:02
1021320106100;Kettenhausen;184;162;22;0;121;22;65,8;2;2;119;1,7;98,3;44;46;3;23;3;;;;;;;;;;;;;;;;;;;;;37;38,7;2,5;19,3;2,5;;;;;;;;;;;;;;;;;;;;;0;121;0;100;42;38;7;24;0;1;3;0;2;0;1;3;;;;;;;;;;;;;;34,7;31,4;5,8;19,8;0;0,8;2,5;0;1,7;0;0,8;2,5;;;;;;;;;;;;;;;;1;1;27.03.2011 18:30
1021320106200;Kircheib;451;416;35;0;239;33;53;2;7;232;2,9;97,1;102;92;3;25;10;;;;;;;;;;;;;;;;;;;;;44;39,7;1,3;10,8;4,3;;;;;;;;;;;;;;;;;;;;;8;231;3,3;96,7;105;73;5;33;4;2;2;0;0;0;4;3;;;;;;;;;;;;;;45,5;31,6;2,2;14,3;1,7;0,9;0,9;0;0;0;1,7;1,3;;;;;;;;;;;;;;;;1;1;27.03.2011 19:48
1021320106400;Kraam;144;116;28;0;100;27;69,4;2;0;100;0;100;30;28;18;22;2;;;;;;;;;;;;;;;;;;;;;30;28;18;22;2;;;;;;;;;;;;;;;;;;;;;0;100;0;100;32;27;18;18;1;0;0;0;1;0;2;1;;;;;;;;;;;;;;32;27;18;18;1;0;0;0;1;0;2;1;;;;;;;;;;;;;;;;1;1;27.03.2011 18:31
1021320106700;Mammelzen;792;702;90;0;375;85;47,3;2;9;366;2,4;97,6;170;119;10;55;12;;;;;;;;;;;;;;;;;;;;;46,4;32,5;2,7;15;3,3;;;;;;;;;;;;;;;;;;;;;14;361;3,7;96,3;165;101;9;54;11;5;6;4;0;0;4;2;;;;;;;;;;;;;;45,7;28;2,5;15;3;1,4;1,7;1,1;0;0;1,1;0,6;;;;;;;;;;;;;;;;1;1;28.03.2011 11:03
1021320106900;Mehren;380;322;58;0;210;54;55,3;2;4;206;1,9;98,1;85;56;7;41;17;;;;;;;;;;;;;;;;;;;;;41,3;27,2;3,4;19,9;8,3;;;;;;;;;;;;;;;;;;;;;1;209;0,5;99,5;80;48;12;42;11;1;4;3;0;1;4;3;;;;;;;;;;;;;;38,3;23;5,7;20,1;5,3;0,5;1,9;1,4;0;0,5;1,9;1,4;;;;;;;;;;;;;;;;1;1;27.03.2011 18:45
1021320107000;Michelbach (Westerwald);389;347;42;0;246;41;63,2;2;8;238;3,3;96,7;81;104;10;39;4;;;;;;;;;;;;;;;;;;;;;34;43,7;4,2;16,4;1,7;;;;;;;;;;;;;;;;;;;;;6;240;2,4;97,6;70;107;10;41;2;1;3;2;0;0;3;1;;;;;;;;;;;;;;29,2;44,6;4,2;17,1;0,8;0,4;1,3;0,8;0;0;1,3;0,4;;;;;;;;;;;;;;;;1;1;28.03.2011 11:04
1021320107400;Neitersen;598;542;56;0;338;54;56,5;2;4;334;1,2;98,8;151;108;17;48;10;;;;;;;;;;;;;;;;;;;;;45,2;32,3;5,1;14,4;3;;;;;;;;;;;;;;;;;;;;;3;335;0,9;99,1;137;94;21;58;10;1;1;0;2;0;7;4;;;;;;;;;;;;;;40,9;28,1;6,3;17,3;3;0,3;0,3;0;0,6;0;2,1;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 18:55
1021320108100;Obererbach (Westerwald);463;418;45;0;276;45;59,6;2;8;268;2,9;97,1;126;71;7;58;6;;;;;;;;;;;;;;;;;;;;;47;26,5;2,6;21,6;2,2;;;;;;;;;;;;;;;;;;;;;3;273;1,1;98,9;118;75;7;61;6;2;2;0;0;0;0;2;;;;;;;;;;;;;;43,2;27,5;2,6;22,3;2,2;0,7;0,7;0;0;0;0;0,7;;;;;;;;;;;;;;;;1;1;28.03.2011 11:04
1021320108200;Oberirsen;514;469;45;0;318;43;61,9;2;6;312;1,9;98,1;121;97;10;68;16;;;;;;;;;;;;;;;;;;;;;38,8;31,1;3,2;21,8;5,1;;;;;;;;;;;;;;;;;;;;;4;314;1,3;98,7;118;95;7;60;15;2;6;1;0;1;5;4;;;;;;;;;;;;;;37,6;30,3;2,2;19,1;4,8;0,6;1,9;0,3;0;0,3;1,6;1,3;;;;;;;;;;;;;;;;1;1;28.03.2011 11:05
